Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2,Năm,Tháng,Ngày,Ngày/Tháng/Năm
"Đường Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,41 m²,10 m,4.3 m,"207,32 triệu/m²",2020,8,4,4/8/2020
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,46 m²,10 m,4.3 m,"81,52 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,11 m²,3 m,4 m,"131,82 triệu/m²",2020,8,4,4/8/2020
Đường Bằng B,Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,44 m²,3 m,4 m,"89,77 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,21 m²,7 m,3 m,100 triệu/m²,2020,8,4,4/8/2020
"NHÂN MỸ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,51 m²,7 m,3 m,"76,47 triệu/m²",2020,8,4,4/8/2020
"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,7 m,4.8 m,"276,67 triệu/m²",2020,8,4,4/8/2020
"Đường Quốc lộ 32, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,33 m²,7 m,4.8 m,"46,61 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,7 m,4.8 m,"71,43 triệu/m²",2020,8,4,4/8/2020
"tôn đức thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà mặt phố, mặt tiền",Đã có sổ,5,8 phòng,75 m²,20 m,6 m,"393,33 triệu/m²",2020,8,4,4/8/2020
"Đường Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,55 m²,11 m,5 m,"118,18 triệu/m²",2020,8,4,4/8/2020
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,4 m,"71,43 triệu/m²",2020,8,4,4/8/2020
"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,36 m²,9 m,4 m,"116,67 triệu/m²",2020,8,4,4/8/2020
"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,58 m²,9 m,4 m,"5,52 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,9 m,3.5 m,"71,67 triệu/m²",2020,8,4,4/8/2020
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,54 m²,9 m,5 m,200 triệu/m²,2020,8,4,4/8/2020
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,9 m,5 m,70 triệu/m²,2020,8,4,4/8/2020
"Đường Khâm Thiên||377, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,45 m²,9 m,5 m,"106,67 triệu/m²",2020,8,4,4/8/2020
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,9 m,5 m,"65,28 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,55 m²,9 m,5 m,"51,82 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,30 m²,9 m,3.2 m,60 triệu/m²,2020,8,4,4/8/2020
"Đường Thái Thịnh 1, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,10 phòng,120 m²,50 m,6 m,"246,67 triệu/m²",2020,8,4,4/8/2020
"Đường Ngô Gia Tự||1279, Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,196 m²,50 m,6 m,"80,61 triệu/m²",2020,8,4,4/8/2020
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,45 m²,50 m,6 m,"91,11 triệu/m²",2020,8,4,4/8/2020
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,37 m²,50 m,4 m,"78,38 triệu/m²",2020,8,4,4/8/2020
"Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,50 m,6 m,"128,89 triệu/m²",2020,8,4,4/8/2020
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,21 m²,50 m,6 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,60 m²,50 m,6 m,125 triệu/m²,2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,25 m²,7 m,3.6 m,96 triệu/m²,2020,8,4,4/8/2020
"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,7 m,4.1 m,"63,24 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,60 m²,7 m,4.1 m,"81,67 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,48 m²,7 m,4.1 m,"62,5 triệu/m²",2020,8,4,4/8/2020
"Đường Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,7 m,4 m,"120,59 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Duẩn, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,7 m,4 m,"78,13 triệu/m²",2020,8,4,4/8/2020
"Đường Thanh Nhàn, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,44 m²,7 m,4 m,"78,41 triệu/m²",2020,8,4,4/8/2020
"99, Đường Nhân Trạch, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,44 m²,7 m,4 m,50 triệu/m²,2020,8,4,4/8/2020
"Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,7 m,4 m,"123,4 triệu/m²",2020,8,4,4/8/2020
"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,40 m²,10 m,4 m,50 triệu/m²,2020,8,4,4/8/2020
"Đường Hà Trì||1775, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,9.5 m,3.5 m,"65,15 triệu/m²",2020,8,4,4/8/2020
"Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,52 m²,9.5 m,3.5 m,"86,54 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,24 m²,9.5 m,3.5 m,"81,25 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,48 m²,9.5 m,3.5 m,"114,58 triệu/m²",2020,8,4,4/8/2020
"Đường Phú Đô, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,9.5 m,3.5 m,"87,88 triệu/m²",2020,8,4,4/8/2020
"200, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đang chờ sổ,2,2 phòng,30 m²,7 m,4 m,"28,33 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,36 m²,10 m,3 m,"138,89 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,10 m,3 m,"69,44 triệu/m²",2020,8,4,4/8/2020
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,2,3 phòng,81 m²,22.5 m,3.6 m,"39,51 triệu/m²",2020,8,4,4/8/2020
"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,47 m²,22.5 m,3.6 m,"70,21 triệu/m²",2020,8,4,4/8/2020
"Đường Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,22.5 m,3.6 m,"52,81 triệu/m²",2020,8,4,4/8/2020
"Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,56 m²,22.5 m,3.6 m,"83,04 triệu/m²",2020,8,4,4/8/2020
Ngõ 463 - Đường Đội Cấn,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,27 m²,8.7 m,3.1 m,"166,67 triệu/m²",2020,8,4,4/8/2020
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,45 m²,9 m,4 m,"64,44 triệu/m²",2020,8,4,4/8/2020
"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,7 m,4.55 m,95 triệu/m²,2020,8,4,4/8/2020
"Đường Thái Hà, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,50 m²,7 m,4.55 m,90 triệu/m²,2020,8,4,4/8/2020
"Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,55 m²,7 m,4.55 m,"181,82 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,7 m,4.55 m,"82,81 triệu/m²",2020,8,4,4/8/2020
"Đường Xã Đàn 2, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,7 m,5 m,"86,67 triệu/m²",2020,8,4,4/8/2020
"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,7 m,3.3 m,"62,22 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn||1804, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,7 m,3.9 m,"59,72 triệu/m²",2020,8,4,4/8/2020
"Khu đô thị Nam Trung Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,104 m²,7 m,3.9 m,"437,5 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,Nhà phố liền kề,Đã có sổ,5,6 phòng,83 m²,7 m,3.9 m,"104,43 triệu/m²",2020,8,4,4/8/2020
"Đường Số 1, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,68 m²,7 m,3.9 m,"76,47 triệu/m²",2020,8,4,4/8/2020
"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,8 phòng,33 m²,10 m,3.3 m,"130,3 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,10 m,3.3 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"0912533345, Đường Phan Trọng Tuệ, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tam Hiệp,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,36 m²,12 m,3 m,"55,22 triệu/m²",2020,8,4,4/8/2020
"Đường Võng Thị||771, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,42 m²,12 m,3 m,150 triệu/m²,2020,8,4,4/8/2020
"Đường Kim Ngưu, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,12 m,3 m,"162,25 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,62 m²,12 m,3 m,75 triệu/m²,2020,8,4,4/8/2020
"Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,12 m,3 m,70 triệu/m²,2020,8,4,4/8/2020
"Đường Thông Phong, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,2,3 phòng,31 m²,12 m,5 m,"74,19 triệu/m²",2020,8,4,4/8/2020
"Đường Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,nhiều hơn 10 phòng,62 m²,17 m,3.6 m,"282,26 triệu/m²",2020,8,4,4/8/2020
"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,8.75 m,4 m,"68,57 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định||1030, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,48 m²,8.75 m,4 m,"68,75 triệu/m²",2020,8,4,4/8/2020
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,8.75 m,4 m,"102,22 triệu/m²",2020,8,4,4/8/2020
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Nam Từ Liêm,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,1 phòng,30 m²,8.75 m,4 m,1 đ/m²,2020,8,4,4/8/2020
"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,48 m²,8.75 m,4 m,"68,75 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,60 m²,8.75 m,4 m,"86,67 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,8.75 m,4 m,"112,9 triệu/m²",2020,8,4,4/8/2020
"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,55 m²,8.75 m,4 m,"81,82 triệu/m²",2020,8,4,4/8/2020
"duy tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,45 m²,8.75 m,4 m,"111,11 triệu/m²",2020,8,4,4/8/2020
"Phô Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,40 m²,8.75 m,4 m,"187,5 triệu/m²",2020,8,4,4/8/2020
"quan nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,36 m²,8.75 m,4 m,"80,56 triệu/m²",2020,8,4,4/8/2020
"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,55 m²,15 m,4 m,"54,55 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,15 m,4 m,"83,33 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,15 m,4 m,"87,5 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Lạc, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,15 m,4 m,"108,26 triệu/m²",2020,8,4,4/8/2020
"101/19 Gốc Đề, Đường Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,9 m,4 m,"76,39 triệu/m²",2020,8,4,4/8/2020
"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,9 m,4.5 m,108 triệu/m²,2020,8,4,4/8/2020
"Đường Huỳnh Thúc Kháng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,50 m²,9 m,4.5 m,114 triệu/m²,2020,8,4,4/8/2020
"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2 phòng,45 m²,13 m,3.4 m,"122,22 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,60 m²,13 m,3.4 m,310 triệu/m²,2020,8,4,4/8/2020
"nhà 31 ngõ 77, bùi xương trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,35 m²,10 m,3.5 m,"82,86 triệu/m²",2020,8,4,4/8/2020
"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,44 m²,10 m,3.5 m,"163,64 triệu/m²",2020,8,4,4/8/2020
"Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6 phòng,60 m²,8 m,8 m,"483,33 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,8 m,8 m,"93,33 triệu/m²",2020,8,4,4/8/2020
"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,4,5 phòng,36 m²,8 m,8 m,"72,22 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định||1030, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,65 m²,8 m,4 m,"52,31 triệu/m²",2020,8,4,4/8/2020
"Đường Quốc lộ 32, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,34 m²,8 m,4 m,"45,82 triệu/m²",2020,8,4,4/8/2020
"hoàng văn thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,64 m²,8 m,4 m,"82,03 triệu/m²",2020,8,4,4/8/2020
"Đường Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,50 m²,8 m,4 m,92 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,8 m,4 m,"88,71 triệu/m²",2020,8,4,4/8/2020
